春节对联
四言联
风和日丽  三星在户  百事皆乐  民生有幸
人勤地丰  五业其昌  万象更新  国运无疆
云霞呈秀  门迎百福  天开化宇  金莺报喜
梅柳生辉  户纳千祥  人在春台  玉燕迎春
五言联
阳光凝大地 年丰人益寿 迎春接福日 江山千古秀
春色入人家 春早福盈门 足食丰衣年 祖国万年春
人随春意泰 勤劳能致富 同修富裕路 山河添秀色
事共壮怀成 和睦可生财 共建文明村 大地沐春晖
好景年年好 政通千家福 太平真福贵 春晖盈大地
新春岁岁新 人和万户春 春色大文章 正气满乾坤
淑气芝兰茂 三阳临吉地 国登强盛境 春明有富贵
春风桃李香 五福萃华门 人过富裕年 风静全家安
花随春意发 庆新春肇事 人民歌永泰 一年春作首
福从好运来 祝大业终成 祖国庆长春 百事德为先
半年飞瑞雪 岁月随人好 万里春光美 祖国春如海
好景舞春风 山河照眼明 九州瑞气浓 人民力胜天
梅花开五福 年年歌大有 新风开盛世 红点桃花嫩
竹叶报三多 岁岁颂新康 春色壮神州 青描柳色新
天开新岁月 四海春光好 人民歌大治 党指通天路
人改旧乾坤 九州气象新 祖国庆长安 民怀报国心
神州臻百福 风和催四化 玉堂浮瑞气 共祝升平日
盛世集千祥 政通喜千家 金室耀祥光 同沾大有年
事业随春长 普天开景运 跨峥嵘岁月 龙飞欣晓日
风光逐日新 大地沐春晖 奔锦绣前程 马到庆丰功
日月光天德 有年皆丽日 云霞出海曙 春风舒冻柳
云霞拥地灵 无处不春风 梅柳渡江春 瑞雪兆丰年
和光生柳叶 风助飞雪舞 青山多画意 吟竹诗含翠
春色泛桃花 诗伴落梅吟 春雨润诗情 画梅笔带香
华文春日丽 神州春浩荡 普天开远景 云霞成异彩
瑞色紫云高 寰海日光华 大地焕新风 梅柳动春风
六言联
瑞雪娇梅袅柳  户户金花报喜  祖国河山似锦
鹊闹一庭春 高歌小放牛  猛虎啸青山  节到黄牛忙
春催布谷鸟  布谷迎春叫  夜草能肥马
人效拓荒牛  牵牛接福来  生刍可壮牛
牛开丰稔景 草绿黄牛卧 将军爱战马 人物风流心向党
燕舞艳阳天 松青白鹤栖 农夫喜黄牛 黄牛勤奋力耕田
牧草丛中春色美  铁牛拖出满山宝  为民当效黄牛力
放牛曲里笑声甜  茧手挖来遍地金  报图壮怀赤子心
玉碗生光辉琥珀  人勤一世千川绿  翠柳迎春千里绿
金牛焕彩耀星辰  牛奋四蹄万顷黄  黄牛耕地万山金
有福人家牛报喜  牛奔马跃行千里  碧树红楼相掩映
无边春色燕衔来  凤舞龙飞上九霄  黄牛骏马共迎春
布谷鸟鸣忙布谷  爆竹喧天传喜庆  蹄奋不须鞭震耳
牵牛花绽喜牵牛  黄牛犁地播丰收  牛勤何用月当头
牛耕沃野千山笑  写完福字描春字  金牛开出丰收景
雪映红梅小院香  迎到金牛买铁牛  喜鹊衔来幸福春
牛年喜奏丰年乐  当年禹甸多铜马  春到人间新燕舞
入世笑迎盛世春  今日春郊遍铁牛  喜盈门第铁牛忙
可染画牛牛得草  茧花绽放漫山绿  黄土田间牛作画
悲鸿放马马扬鞭  牛背飘来一曲歌  紫微春苑燕吟诗
老牛力尽丹心在  碧桃无意随春水  良策善政多俊杰
志士年衰赤胆悬  黄犊有情鼓绿涛  乳牛老骥竞风流
鼠去牛来闻虎啸  万里征程初试马  九州春色来天地
民殷国富盼龙飞  百年伟业乐为牛  四化豪光射斗牛
有庆年头牛得草  春归大地黄牛跃  绿柳摇风燕织锦
无垠大道马扬蹄  福到人间紫燕飞  红桃沐雨牛耕春
勇当改革排头雁  诚心乐作人间事  红梅傲雪千门福
甘作人民孺子牛  俯首甘为孺子牛  碧野放牛五谷丰
黄牛吃草生新奶  花木逢春枝叶茂  人寿年丰农家乐
紫燕衔泥筑小巢  牛羊得草体膘肥  地肥水美春牛歌
数声柳笛飘牛背  春临门户白雪化  新春乐咏黄牛颂
无限春光亮马蹄  福降人间黄牛忙  小院频传喜鹊歌
碧野黄牛春日景  铁牛喘月平畴绿  川原蝶舞翩翩好
红灯绿酒丽人年  赤帜啸风满地红  田野牛耕户户忙
鼠去牛来辞旧岁  户户厌恶大硕鼠  数声牧笛传新曲
龙飞凤舞庆明时  家家喜爱老黄牛  四野耕犁试早春
未许田文轻策马  神州天外不放彩  金牛奋蹄开锦绣
愿闻老子再骑牛  农户有牛喜迎春  乳虎添翼会风云
年丰人寿家家乐  五岭莺歌又燕舞  一曲牧歌传牛背
春到花开处处耕  九州马叫并牛欢  无边柳色绿村头
新岁牧歌需纵酒  腊梅花放雪将尽  猪肥牛壮家增福
黄牛奋进不着鞭  春水温升牛甚忙  食足衣丰民自安
花开江左白雪尽 土生白玉牛羊壮 不知索取只知奉献
春到人间黄牛忙 地产黄金鸡犬欢 勿问收获但问耕耘
新村喜盼铁牛到 金牛回春大地聚秀 牛肥马壮山村添生气
农家笑望春燕飞 红日放彩满门增辉 人杰地灵门户沐春风
天复三阳群芳吐蕊  牛年出牛劲劲大无比所向告捷
牛耕千项五谷飘香  虎岁抖虎威威力无穷出师大吉
腊尽春归山村添喜气
牛肥马壮门户浴春风
寅虎年春联
龙吟国瑞  山月流古雪  云中龙虎将  龙兴华夏
雪兆年丰  风虎浴清泉  天上凤凰鸟  燕舞阳春
凤鸣盛世  事事都如意  密林藏伏虎  龙腾虎啸
龙有传人  虎虎有生气  萝峰染晴云  腊尽春回
高崖伏虎啸 虎气冲星斗  虎胆英雄气  春天春起色
茅庐卧龙吟 春光艳锦霞  龙魄志士心  虎岁虎生威
龙引千江水 时来花作雨  英雄生虎胆  忠诚牛品格
虎越万重山 春到虎追风  祖国振龙威  奋勇虎精神
一年春作首 虎年增国力  寅时呈晓色  泉冽流松韵
百兽虎为王 鸟语唱春光  虎岁振威风  山高壮虎威
山风惊猛虎 承牛年好运  岁岁平安日  虎啸山增色
海浪助蛟龙 展虎岁鸿猷  虎虎正气春  人欢岁更新
山鹰瞻远景 春风刚入户  黄牛辞旧岁  泉流飞月色
猛虎跃奇峰 虎气又临门  乳虎报新春  虎啸鼓松涛
山青借水秀 四季春为首  虎啸天边月  辞旧怀牛劲
虎啸伴龙吟 群山虎作王  鹤栖石上松  迎新振虎威
飞燕衔泥俏 虎啸众山伟  虎跃山河壮  侧耳松涛远
猛虎下山雄 春来万木荣  龙吟日月新  凝眸虎气生
牛舞丰收景 虎啸冲霄汉  虎猛山威抖  新春迎大吉
虎奔锦绣程 龙吟震海天  民强国力雄  猛虎跃高峰
柳营春试马 虎牵新岁月  虎啸龙吟势  牛乘捷报去
虎帐夜谈兵 人改旧乾坤  松风竹韵神  虎挟雄风来
牛耕芳草地 放眼呈新貌  虎猛傍山势  骑牛踏雪去
虎啸艳阳天 迎春现虎威  春浓染水香  跨虎报春来
道祖骑牛去 宏谋抒虎啸  虎兆中兴瑞  山岚呈虎性
赵公跨虎来 士气奋鹰扬  国趋鼎盛昌  春色暖人心
龙腾虎跃人间乐  处处虎跃山河壮  春节乍闻春有喜
鸟语花香天下春  年年龙腾日月新  虎年乐见虎生风
乾坤日月祥光照  一统山河腾龙日  人效黄牛心自贵
龙虎风云瑞气生  三春岁月入虎年  岁朝猛虎志冲天
中华虎年虎添翼  牛肥马壮辞牛岁  巨龙腾空中华志
神州龙骧龙腾空  虎跃龙腾迎虎年  猛虎啸壑民族威
丑旧寅新宏图展  虎踞龙盘今胜昔  兴伟业仍须牛劲
牛归虎跃春意浓  花香鸟语旧更新  展宏图更壮虎威
虎踞龙盘中华瑞  华夏虎年虎添翼  虎跃龙腾生紫气
燕舞莺歌大地春  神州春日春映晖  风调雨顺兆丰年
虎气频催翻旧景  啸一声惊天动地  丑去寅来千里锦
春风浩荡著新篇  睁双眼照耀乾坤  牛奔虎啸九州春
虎啸密林风万壑  一代英豪生虎气  门浴春风梅吐艳
鹤眠苍松月千岩  三春杨柳动莺歌  户生虎气鸟争鸣
虎啸一声山海动  皆称飞虎一身胆  人间喜庆康平世
龙腾三界吉祥来  不负英雄千古名  虎岁承欢幸福春
致富脱贫添虎翼  人民气魄如龙虎  门庭虎踞平安岁
开山治水展鹏程  祖国江山似画图  柳浪鸳歌锦绣春
长白虎啸林中日  牛奋四蹄开锦绣  迎春节莺歌遍地
江南猿啼岭上风  虎添双翼会风云  兴中华虎劲冲天
人入虎年增虎劲  年逢寅虎群情奋  人添志气虎添翼
门添春色发春辉  岁别丑牛大地春  雪舞丰年燕舞春
百尺飞泉鸣震谷  千载难逢新世纪  虎啸大山山献宝
一声长啸势惊天  万民谱写虎春秋  龙腾祖国国扬威
龙腾虎跃人间景  牛耕沃野扬长去  虎添双翼前程远
鸟语花香天地春  虎啸群山大步来  国展宏图事业新
四海三江春气息  江山秀丽春增色  新年捷报虎添翼
千家万户虎精神  事业辉煌虎更威  大路朝阳马奋蹄
金牛昂首高歌去  四海笙歌迎虎岁  春风着意随人愿
玉虎迎春敛福来  九州英杰跃鹏程  虎气生威壮国魂
宅后青山金虎踞  花事才逢花好日  黄牛虽去精神在
门前绿水玉龙盘  虎年更有虎威风  猛虎初来气象新
赤县奔腾如虎跃  英雄时代英雄业  惟大英雄能伏虎
神州崛起似龙飞  龙虎精神龙虎年  是真俊杰敢擒龙
虎步奔腾开胜景  春雷巨响山河动 牛奔福地普天献瑞
春风浩荡展鸿图  月夜旋风草木飞 虎卧华堂满院生辉
虎年赢得春风意 紫气东来江山如画 金牛辞岁寒风尽
喜讯唤来燕子情 红旗招展龙虎扬威 白虎迎春喜气来
虎跃龙腾九州焕彩     祖国富强神龙活虎
风调雨顺五谷丰登     人民幸福舞燕飞莺
白虎替青牛招财进宝    迎虎年英勇当似下山虎
黄鸳鸣翠柳辞旧迎新    辞牛岁踏实应如老黄牛
金牛辞旧携凯歌而去    虎跃龙腾一代英雄造时势
乳虎迎春带捷报而来    山明水秀万里春色泛桃花
岁月逢春山河添锦绣    虎跃龙腾碧海黄山妆玉宇
人民思治龙虎振精神    莺歌燕舞春风丽日蔚神州
花团锦簇江山添异彩    虎跃龙腾华夏人民多俊杰
虎啸龙吟华夏壮神威    莺歌燕舞阳春山水尽朝晖
瑞雪兆丰年年年大吉   寅时入虎年十亿人民振虎劲
丑牛接寅虎虎虎生威   佳节描春色九州大地荡春潮
虎跃龙腾创人间奇迹   迎新春处处呈文明气象
莺歌燕舞描大地春光   入虎岁人人当改革先锋
祖国腾飞大鹏振羽翼   虎年鼓虎劲攻关夺隘皆如虎
宏图再展乳虎显神通   春节焕春光绣水描山总是春
庆虎岁把酒高吟虎跃曲  栽竹栽松，竹隐凤凰松隐鹤
祝丰年扶犁又唱丰收谣  培山培水，山藏虎豹水藏龙
卯兔年春联
兔归月影笑 金鸡迎曙色  丁年歌盛世  红梅香小院
花绽春光妍 玉兔揽春光  卯兔耀中华  玉兔下人间
虎啸青山秀 清溪吟雅韵  红梅迎岁笑  玉兔蟾宫笑
兔奔碧野宽 玉兔洒春晖  玉兔伴娥欢  红梅五岭香
虎跃前程去 红梅迎春笑  耕田能获宝  卯门生紫气
兔携好运来 玉兔出月欢  养兔不守株  兔岁报新春
虎威惊盛世 雪消狮子瘦  玉兔迎春到 虎去犹存猛劲
兔翰绘新春 月满兔儿肥  红梅祝福来 兔来更显奇才
金鸡争唱晓 玉兔迎春至  春自卯时报起 虎去雄风在
玉兔喜迎春 黄莺报喜来  福由兔口衔来 兔来喜气浓
蟾宫降玉兔 虎声传捷报 虎振雄风留浩气 玉兔欢奔芳草地
庭院绽红梅 兔影抖春晖 兔迎盛世蔚新春 金乌腾跃碧云天
金虎归山去 春自寒梅报起 红梅迎雪放 虎走三关鸡报晓
玉兔迎春来 年从玉兔迎来 玉兔踏春来 兔升九域鹿鸣春
岁首喜看玉兔跃  虎岁痛饮祝捷酒  月里嫦娥舒袖舞
耳边犹有金龙吟  兔年怒放报春花  人间玉兔报春来
玉兔报春田野绿  虎奔千里留雄劲  虎过关山添活力
金鸡唱晓艳阳红  兔进万家报吉祥  兔攀月桂浴春辉
月中玉兔下凡界  虎年一去春风暖  艳阳高照门庭瑞
陌上金鸡报晓春  兔岁乍来喜气浓  玉兔喜临世纪新
庆玉兔今年奋起  虎岁扬威兴骏业  玉兔迎春春入户
视金龙明日腾飞  兔毫着彩绘宏图  金莺报喜喜盈门
东风放虎归山去  虎去雄风镇五岳  喜玉兔今年奋起
明月探春引兔来  兔生瑞气秀三春  祝巨龙明岁腾飞
喜兔年初开春色  虎越雄关踪影去  虎啸群山辞旧岁
继虎岁再展宏图  兔临春境晓光新  兔奔匝地庆新春
玉兔机灵承虎气  虎尾回头添胜利  深山虎啸雄风在
金乌活跃显狮威  兔毫扎笔写风流  绿野兔奔美景来
东方日出金乌艳  金杯醉酒乾坤大  兔奔千里传春信
除夕月升玉兔皎  玉兔迎春岁月新  龙起九霄壮国威
山中虎啸昌新运  兔镜常圆人盼好  玉兔毫光生紫气
月里兔欢启宏图  龙甲时耀国期安  金龙捷足入青云
门户临风迎春入  虎去雄风惊五岳  兔跃千山传喜讯
高楼触月接兔归  兔开健步跃三江  龙腾万里展英才
玉户临风迎兔入 日暖神州春辉万里  卯时美景花方艳
高楼揽月接春来 兔回大地气象一新  兔岁良辰酒更醇
春归月殿钟催玉兔 常在蟾宫攀桂树 送虎岁共庆山河壮
誉满中华鼓舞金龙 今临禹甸送丰年 迎兔年齐歌业绩新
送金虎，硕果丰收千里艳    春回大地百花吐艳
迎玉兔，宏图再展万年青    兔跃青山万物生辉
兔岁初临健步已驰千里  兔岁来矣劝君记取龟兔教训
虎年虽去雄风犹镇八方  虎年去也祝您发扬龙虎精神
送虎岁盈盈硕果山村景  爆竹辞旧岁玉兔毫毛生紫气
迎兔年丽丽宏图祖国春  华灯迎新春金龙捷足入青云
北斗回寅万户金鸡争唱晓  喜今朝，玉兔欢跃九州生色
东风送暖九霄玉兔喜迎春  望明岁，金龙奋起万里腾飞
玉兔出宫倾慕人间春色美  虎岁三十，爆竹声声辞旧岁
金龙潜海畅游祖国江山娇  兔年初一，红联对对迎新年
辰龙年春联
旷原驯烈马 蟾宫招兔去  九天大鹏飞  凤鸣春日晓
大海潜蛟龙 新纪引龙飞  四化巨龙腾  龙起海天高
水摇龙影动 英雄扬虎魄  新年兴骏业  春日春浩荡
春到燕歌新 华夏振龙威  盛世起龙图  龙年龙腾飞
万方春浩荡 丹青描锦绣  辰时龙起舞  长空排雁阵
四海龙腾飞 翰墨舞龙蛇  春日燕翻飞  大海起龙图
纵情挥笔墨 挥笔龙蛇走  笙歌辞兔岁  神龙腾世纪
放胆舞龙蛇 迎春莺燕歌  鞭炮接龙年  猛虎镇乾坤
神龙开盛纪 巨龙腾盛世  龙舞长城雪  人展鲲鹏志
飞马跃前程 乳燕报新春  燕鸣北国春  国呈龙虎姿
龙年春烂漫 浪打龙宫鼓  龙年呈龙瑞  铭心登虎榜
华夏业辉煌 风敲月下门  春节溢春光  立志跃龙门
白鹤松间舞 瑞雪酿春酒  浪高龙出海  云飞翔瑞凤
苍龙海宇游 神龙展壮猷  云淡雁横秋  雷震起渊龙
龙腾云似海 破壁神龙舞  兔辞玉乾坤  神龙腾碧海
燕舞景长春 迎春紫燕飞  龙腾花世界  仙鹤上青霄
丹青紫燕舞 海为龙世界  龙吟春正好  腊尽蛟龙跃
翰墨白龙吟 云是鹤家乡  燕语日初长  春归莺燕忙
江山助磅礴 喜庆龙年好  爆竹惊天乐  猛虎惊山魄
龙虎壮精神 欢歌国运昌  神龙振国威  神龙振国威
龙腾翻巨浪 千古龙蟠虎踞 桃李九州馥郁 世纪更新伊始
虎啸动春雷 三春燕舞莺歌 蛟龙四海腾飞 神龙翘首飞来
润笔观凤舞 大展鲲鹏羽翼 白昼云霞孤鹤 翰墨龙蛇起舞
泼墨化龙飞 壮怀龙马精神 深山风雨卧龙 春光莺燕翻飞
一元复始龙增岁  九州日丽迎新纪  大治凤鸣尤悦耳
万物生辉燕报春  四海龙吟乐大年  小康龙舞更开心
九天揽月中华志  一代龙人开盛纪  千家福气金龙降
四海腾龙民族魂  九州大地起宏图  万里春光紫燕衔
海上神龙跃起   七彩云霞铺锦绣  世纪春光辉大地
梅梢春信初来   一池翰墨舞龙蛇  江山国色舞神龙
人心向党人承福  千里云霞辉大地  中华民族龙传世
国步腾龙国更强  万般气象壮龙年  百鸟成群凤向阳
人心思治江山固  八面威风增国力  天地神龙开盛纪
国步腾龙世纪新  九州春色启龙年  人间紫燕舞新春
一片惊涛龙出海  九州骨肉同龙脉  云近紫台龙虎气
八方锦绣燕衔春  两岸山河共月圆  春回青苑凤麟游
风来松度龙吟曲  千秋事业神龙舞  龙从百丈潭中起
雨过庭余鸟迹书  一代风流骏马驰  春自千重锦上来
大业功成惊世界  才闻兔岁凯旋曲  龙步青云酬壮志
巨龙飞跃盛中华  又唱龙年祝福歌  鹏飞碧宇览神州
丹霞瑰丽神龙舞  龙门丽景催鱼跃  中华儿女鲲鹏志
大路康庄骏马驰  祖国宏图任我描  祖国江山龙虎姿
千寻凤阁攀云上  云龙上下驰东野  万里春风苏绿野
五色龙江抱日流  雪鹤飞扬入北山  八方喜雨起苍龙
中华振兴巨龙舞  风发龙门春浪暖  玉兔呈祥家家乐
大地焕然万象新  日临雁塔晓云开  金龙兆福步步高
中华跃日神龙舞  玉兔升腾蟾阙里  世纪风云龙际会
大地迎春紫燕飞  金龙飞舞彩云间  春风杨柳燕剪裁
云灵化鹤人增寿  丹凤朝阳歌盛世  龙腾云海国昌盛
海啸腾龙国有威  苍龙布雨润神州  春满人间民泰安
日丽三江金凤舞  玉兔呈欢辞旧岁  龙门一跳迎新岁
虹飞五岳巨龙腾  神龙跃起展鸿猷  燕子双飞报好音
龙腾霄汉开新宇  四海龙腾抒壮志  两袖清风龙虎惧
鹊立梅梢报福音  千山虎啸振雄风  一身正气鬼神惊
世纪图腾龙翅首  江山依旧龙盘踞  报春乐曲神龙咏
中华崛起国扬眉  世纪更新国富强  强国宏图众手描
龙腾虎跃闹春意  出海神龙开世纪  江山故国堪留鹤
人寿年丰谢党恩  挥毫妙笔颂春秋  华夏蓝天可腾龙
龙游沧海江湖小  龙腾虎跃风云壮  民族振兴增国力
狮醒神州世界惊  物阜年丰国运昌  中华崛起赖龙人
鸟鸣春日惊山水  江河湖海凭龙跃  世纪更新龙出海
鱼跃龙门动地天  山岳峰峦任虎行  春光焕彩燕衔泥
龙腾伟业超千古  刚唱兔年歌一曲  民情雀跃符民意
鹏舞雄姿搏九霄  又饮龙岁酒三杯  国步龙腾壮国威
苍龙半挂秦川雨  辰日一轮驰浩宇  欣看大地千重秀
石马长嘶汉苑风  龙年百业壮中华  笑望巨龙四海飞
龙岁迎来新世纪  花柳春风催燕舞  江山秀丽神龙舞
莺歌唱出好春光  英雄祖国盼龙飞  道路逶迤骏马飞
如意春风催虎啸  明山卧虎吉祥地  春雨多情绿大地
吉祥云彩壮龙腾  丽水腾龙锦绣程  金龙展志壮神州
快抓良机辞兔岁  挥毫凤舞千山秀  金龙闹海春潮涌
欣承国运展龙图  泼墨龙飞万水腾  喜鹊登枝福韵高
动地惊天龙气象  春日春风春浩荡  兔毫描绘江山画
锦山绣水凤文章  龙年龙岁龙腾飞  龙目乐观世纪春
青云浩气腾龙步  诗画满园铺锦绣  春节迎来春气象
