遥山丽如绮 长流萦似带
幸结白花了 宁辞青蔓除
秋虫声不去 暮雀意何如
暮景数枝叶 天风吹汝寒
绿沾泥滓尽 香与岁时阑
塞上传光小 云边落点残
照秦通警急 过陇自艰难
他日伤心极 征人白骨归
相逢恐恨过 故作发声微
亲朋尽一哭 鞍马去孤城
草木岁月晚 关河霜雪清
精锐旧无敌 边隅今若何
妖氛拥白马 元帅待雕戈
从弟人皆有 终身恨不平
数金怜俊迈 总角爱聪明
鸿雁几时到 江湖秋水多
文章憎命达 魑魅喜人过
飘飖搏击便 容易往来游
草露亦多湿 蛛丝仍未收
黄云高未动 白水已扬波
羌妇语还哭 胡儿行且歌
世人共卤莽 吾道属艰难
不爨井晨冻 无衣床夜寒
尘中老尽力 岁晚病伤心
毛骨岂殊众 驯良犹至今
如何有奇怪 每夜吐光芒
虎气必腾踔 龙身宁久藏
铜瓶未失水 百丈有哀音
侧想美人意 应非寒甃沉
今君渡沙碛 累月断人烟
好武宁论命 封侯不计年
远水兼天净 孤城隐雾深
叶稀风更落 山迥日初沈
自闻茅屋趣 只想竹林眠
满谷山云起 侵篱涧水悬
举家闻若骇 为寄小如拳
预哂愁胡面 初调见马鞭
盈筐承露薤 不待致书求
束比青刍色 圆齐玉箸头
映阶碧草自春色 隔叶黄鹂空好音
三顾频烦天下计 两朝开济老臣心
已知出郭少尘事 更有澄江销客愁
无数蜻蜓齐上下 一双鸂鶒对沉浮
正愁闻塞笛 独立见江船
巴蜀来多病 荆蛮去几年
湛湛长江去 冥冥细雨来
茅茨疏易湿 云雾密难开
圆荷浮小叶 细麦落轻花
卜宅从兹老 为农去国赊
岂有文章惊海内 漫劳车马驻江干
竟日淹留佳客坐 百年粗粝腐儒餐
风含翠筱娟娟静 雨裛红蕖冉冉香
厚禄故人书断绝 恒饥稚子色凄凉
喧卑方避俗 疏快颇宜人
有客过茅宇 呼儿正葛巾
肯来寻一老 愁破是今朝
忧我营茅栋 携钱过野桥
桤林碍日吟风叶 笼竹和烟滴露梢
暂止飞乌将数子 频来语燕定新巢
草深迷市井 地僻懒衣裳
榉柳枝枝弱 枇杷树树香
昼引老妻乘小艇 晴看稚子浴清江
俱飞蛱蝶元相逐 并蒂芙蓉本自双
市桥官柳细 江路野梅香
傍架齐书帙 看题减药囊
九江日落醒何处 一柱观头眠几回
可怜怀抱向人尽 欲问平安无使来
自去自来堂上燕 相亲相近水中鸥
老妻画纸为棋局 稚子敲针作钓钩
下床高数尺 倚杖没中洲
细动迎风燕 轻摇逐浪鸥
渔人网集澄潭下 贾客船随返照来
长路关心悲剑阁 片云何意傍琴台
神交作赋客 力尽望乡台
衰疾江边卧 亲朋日暮回
拭泪沾襟血 梳头满面丝
地卑荒野大 天远暮江迟
青钱买野竹 白帻岸江皋
爱酒晋山简 能诗何水曹
惯看宾客儿童喜 得食阶除鸟雀驯
秋水才深四五尺 野航恰受两三人
远烟盐井上 斜景雪峰西
故国犹兵马 他乡亦鼓鼙
幽花欹满树 小水细通池
归客村非远 残樽席更移
草木变衰行剑外 兵戈阻绝老江边
思家步月清宵立 忆弟看云白日眠
相随万里日 总作白头翁
岁晚仍分袂 江边更转蓬
梅花万里外 雪片一冬深
闻此宽相忆 为邦复好音
江山且相见 戎马未安居
剑外官人冷 关中驿骑疏
蝉声集古寺 鸟影度寒塘
风物悲游子 登临忆侍郎
神仙才有数 流落意无穷
骥病思偏秣 鹰愁怕苦笼
江云何夜尽 蜀雨几时干
行李须相问 穷愁岂有宽
烟尘犯雪岭 鼓角动江城
天地日流血 朝廷谁请缨
此时对雪遥相忆 送客逢春可自由
幸不折来伤岁暮 若为看去乱乡愁
缠结青骢马 出入锦城中
时危未授钺 势屈难为功
孤城返照红将敛 近市浮烟翠且重
多病独愁常阒寂 故人相见未从容
转添愁伴客 更觉老随人
红入桃花嫩 青归柳叶新
花径不曾缘客扫 蓬门今始为君开
盘餐市远无兼味 樽酒家贫只旧醅
随风潜入夜 润物细无声
野径云俱黑 江船火独明
朝来没沙尾 碧色动柴门
接缕垂芳饵 连筒灌小园
鸬鹚鸂鶒莫漫喜 吾与汝曹俱眼明
一夜水高二尺强 数日不可更禁当
水流心不竞 云在意俱迟
寂寂春将晚 欣欣物自私
村舂雨外急 邻火夜深明
胡羯何多难 渔樵寄此生
帖石防隤岸 开林出远山
一丘藏曲折 缓步有跻攀
可惜欢娱地 都非少壮时
宽心应是酒 遣兴莫过诗
芳菲缘岸圃 樵爨倚滩舟
啅雀争枝坠 飞虫满院游
仰蜂黏落絮 行蚁上枯梨
薄劣惭真隐 幽偏得自怡
芹泥随燕觜 花蕊上蜂须
把酒从衣湿 吟诗信杖扶
汀烟轻冉冉 竹日静晖晖
田父要皆去 邻家闹不违
近根开药圃 接叶制茅亭
落景阴犹合 微风韵可听
幽阴成颇杂 恶木剪还多
枸杞因吾有 鸡栖奈汝何
冥寞怜香骨 提携近玉颜
众妃无复叹 千骑亦虚还
酒肆人间世 琴台日暮云
野花留宝靥 蔓草见罗裙
本卖文为活 翻令室倒悬
荆扉深蔓草 土锉冷疏烟
诗应有神助 吾得及春游
径石相萦带 川云自去留
江山如有待 花柳更无私
野润烟光薄 沙暄日色迟
白花檐外朵 青柳槛前梢
池水观为政 厨烟觉远庖
大声吹地转 高浪蹴天浮
鱼鳖为人得 蛟龙不自谋
夕阳薰细草 江色映疏帘
书乱谁能帙 怀干可自添
风鸳藏近渚 雨燕集深条
黄绮终辞汉 巢由不见尧
老去诗篇浑漫兴 春来花鸟莫深愁
新添水槛供垂钓 故著浮槎替入舟
何日通燕塞 相看老蜀门
东行应暂别 北望苦销魂
客情投异县 诗态忆吾曹
东郭沧江合 西山白雪高
竹覆青城合 江从灌口来
入村樵径引 尝果栗皱开
逐客虽皆万里去 悲君已是十年流
干戈况复尘随眼 鬓发还应雪满头
骅骝开道路 鹰隼出风尘
行色秋将晚 交情老更亲
我已无家寻弟妹 君今何处访庭闱
黄牛峡静滩声转 白马江寒树影稀
故人供禄米 邻舍与园蔬
双树容听法 三车肯载书
雾里江船渡 风前径竹斜
寒鱼依密藻 宿鹭起圆沙
远寻留药价 惜别到文场
入幕旌旗动 归轩锦绣香
交新徒有喜 礼厚愧无才
赏静怜云竹 忘归步月台
幽栖诚简略 衰白已光辉
野外贫家远 村中好客稀
江鹳巧当幽径浴 邻鸡还过短墙来
绣衣屡许携家酝 皂盖能忘折野梅
故人能领客 携酒重相看
自愧无鲑菜 空烦卸马鞍
倾银注瓦惊人眼 共醉终同卧竹根
巢燕养雏浑去尽 江花结子已无多
数回细写愁仍破 万颗匀圆讶许同
忆昨赐沾门下省 退朝擎出大明宫
高秋总喂贫人实 来岁还舒满眼花
帘户每宜通乳燕 儿童莫信打慈鸦
悲君随燕雀 薄宦走风尘
绵谷元通汉 沱江不向秦
把君诗过日 念此别惊神
地阔峨眉晚 天高岘首春
川合东西瞻使节 地分南北任流萍
扁舟不独如张翰 白帽还应似管宁
汉节梅花外 春城海水边
铜梁书远及 珠浦使将旋
忽得炎州信 遥从月峡传
云深骠骑幕 夜隔孝廉船
峡云笼树小 湖日落船明
交趾丹砂重 韶州白葛轻
细叶带浮毛 疏花披素艳
深栽小斋后 庶近幽人占
于身色有用 与道气伤和
红取风霜实 青看雨露柯
看云莫怅望 失水任呼号
六翮曾经剪 孤飞卒未高
羽毛知独立 黑白太分明
不觉群心妒 休牵众眼惊
万里清江上 三年落日低
畏人成小筑 褊性合幽栖
竹风连野色 江沫拥春沙
种药扶衰病 吟诗解叹嗟
海内风尘诸弟隔 天涯涕泪一身遥
唯将迟暮供多病 未有涓埃答圣朝
且休怅望看春水 更恐归飞隔暮云
青春欲尽急还乡 紫塞宁论尚有霜
奉引滥骑沙苑马 幽栖真钓锦江鱼
谢安不倦登临费 阮籍焉知礼法疏
江边老病虽无力 强拟晴天理钓丝
何日雨晴云出溪 白沙青石先无泥
非关使者征求急 自识将军礼数宽
百年地辟柴门迥 五月江深草阁寒
剑阁星桥北 松州雪岭东
华夷山不断 吴蜀水相通
几时杯重把 昨夜月同行
列郡讴歌惜 三朝出入荣
孤亭凌喷薄 万井逼舂容
霄汉愁高鸟 泥沙困老龙
追欢筋力异 望远岁时同
弟妹悲歌里 朝廷醉眼中
不眠持汉节 何路出巴山
小驿香醪嫩 重岩细菊斑
秦中驿使无消息 蜀道兵戈有是非
万里秋风吹锦水 谁家别泪湿罗衣
那因丧乱后 便有死生分
老罢知明镜 悲来望白云
为农山涧曲 卧病海云边
世已疏儒素 人犹乞酒钱
世人皆欲杀 吾意独怜才
敏捷诗千首 飘零酒一杯
赤日石林气 青天江海流
锡飞常近鹤 杯度不惊鸥
卷帘残月影 高枕远江声
计拙无衣食 途穷仗友生
日出寒山外 江流宿雾中
圣朝无弃物 老病已成翁
篱边老却陶潜菊 江上徒逢袁绍杯
雪岭独看西日落 剑门犹阻北人来
异方同宴赏 何处是京华
亭景临山水 村烟对浦沙
山连越巂蟠三蜀 水散巴渝下五溪
独鹤不知何事舞 饥乌似欲向人啼
却看妻子愁何在 漫卷诗书喜欲狂
白日放歌须纵酒 青春作伴好还乡
飘零为客久 衰老羡君还
花远重重树 云轻处处山
远水非无浪 他山自有春
野花随处发 官柳著行新
帝乡愁绪外 春色泪痕边
见酒须相忆 将诗莫浪传
更为后会知何地 忽漫相逢是别筵
不分桃花红胜锦 生憎柳絮白于绵
烟花山际重 舟楫浪前轻
泪逐劝杯下 愁连吹笛生
无复能拘碍 真成浪出游
花浓春寺静 竹细野池幽
春色浮山外 天河宿殿阴
传灯无白日 布地有黄金
江山有巴蜀 栋宇自齐梁
庾信哀虽久 何颙好不忘
霏霏云气重 闪闪浪花翻
不复知天大 空馀见佛尊
青云羞叶密 白雪避花繁
结子随边使 开筒近至尊
江城孤照日 山谷远含风
兵革身将老 关河信不通
莺花随世界 楼阁寄山巅
迟暮身何得 登临意惘然
山花相映发 水鸟自孤飞
春日垂霜鬓 天隅把绣衣
异方惊会面 终宴惜征途
沙晚低风蝶 天晴喜浴凫
含风翠壁孤云细 背日丹枫万木稠
小院回廊春寂寂 浴凫飞鹭晚悠悠
云行遗暑湿 山谷进风凉
老去一杯足 谁怜屡舞长
青青竹笋迎船出 日日江鱼入馔来
离别不堪无限意 艰危深仗济时才
重露成涓滴 稀星乍有无
暗飞萤自照 水宿鸟相呼
家远传书日 秋来为客情
愁窥高鸟过 老逐众人行
不愁巴道路 恐湿汉旌旗
雪岭防秋急 绳桥战胜迟
玉垒虽传檄 松州会解围
和亲知拙计 公主漫无归
血埋诸将甲 骨断使臣鞍
牢落新烧栈 苍茫旧筑坛
路衢唯见哭 城市不闻歌
漂梗无安地 衔枚有荷戈
风尘为客日 江海送君情
晋室丹阳尹 公孙白帝城
吏人桥外少 秋水席边多
近属淮王至 高门蓟子过
浮客转危坐 归舟应独行
关山同一照 乌鹊自多惊
秋风袅袅吹江汉 只在他乡何处人
谢安舟楫风还起 梁苑池台雪欲飞
无边落木萧萧下 不尽长江衮衮来
万里悲秋常作客 百年多病独登台
苦遭白发不相放 羞见黄花无数新
世乱郁郁久为客 路难悠悠常傍人
自从收帝里 谁复总戎机
蜂虿终怀毒 雷霆可震威
主人送客何所作 行酒赋诗殊未央
衰老应为难离别 贤声此去有辉光
寒花隐乱草 宿鸟择深枝
旧国见何日 高秋心苦悲
遥空秋雁灭 半岭暮云长
病叶多先坠 寒花只暂香
只应尽客泪 复作掩荆扉
江汉故人少 音书从此稀
沾衣问行在 走马向承明
暮景巴蜀僻 春风江汉清
风吹花片片 春动水茫茫
八骏随天子 群臣从武皇
孰知江路近 频为草堂回
鹅鸭宜长数 柴荆莫浪开
直愁骑马滑 故作泛舟回
青惜峰峦过 黄知橘柚来
常怪偏裨终日待 不知旌节隔年回
欲辞巴徼啼莺合 远下荆门去鹢催
总戎楚蜀应全未 方驾曹刘不啻过
今日朝廷须汲黯 中原将帅忆廉颇
指麾能事回天地 训练强兵动鬼神
湘西不得归关羽 河内犹宜借寇恂
但见文翁能化俗 焉知李广未封侯
路经滟滪双蓬鬓 天入沧浪一钓舟
扁舟系缆沙边久 南国浮云水上多
独把鱼竿终远去 难随鸟翼一相过
长日容杯酒 深江净绮罗
乱离还奏乐 飘泊且听歌
偷生长避地 适远更沾襟
老病南征日 君恩北望心
衰颜聊自哂 小吏最相轻
去国哀王粲 伤时哭贾生
日长唯鸟雀 春远独柴荆
数有关中乱 何曾剑外清
沉沉春色静 惨惨暮寒多
戍鼓犹长击 林莺遂不歌
应同避燥湿 且复过炎凉
养子风尘际 来时道路长
知音兼众语 整翮岂多身
花密藏难见 枝高听转新
年年非故物 处处是穷途
丧乱秦公子 悲凉楚大夫
九江春草外 三峡暮帆前
厌就成都卜 休为吏部眠
偷生唯一老 伐叛已三朝
雨急青枫暮 云深黑水遥
老畏歌声断 愁随舞曲长
二天开宠饯 五马烂生光
泥融飞燕子 沙暖睡鸳鸯
江碧鸟逾白 山青花欲燃
春日莺啼修竹里 仙家犬吠白云间
清江锦石伤心丽 嫩蕊浓花满目班
遂有冯夷来击鼓 始知嬴女善吹箫
江光隐见鼋鼍窟 石势参差乌鹊桥
古墙犹竹色 虚阁自松声
鸟雀荒村暮 云霞过客情
彩云萧史驻 文字鲁恭留
宫阙通群帝 乾坤到十洲
舟楫欹斜疾 鱼龙偃卧高
渚花兼素锦 汀草乱青袍
入空才漠漠 洒迥已纷纷
巢燕高飞尽 林花润色分
天下干戈满 江边岁月长
别筵花欲暮 春日鬓俱苍
近泪无干土 低空有断云
对棋陪谢傅 把剑觅徐君
路危行木杪 身远宿云端
山鬼吹灯灭 厨人语夜阑
云溪花淡淡 春郭水泠泠
全蜀多名士 严家聚德星
山县早休市 江桥春聚船
狎鸥轻白浪 归雁喜青天
阙庭分未到 舟楫有光辉
豉化莼丝熟 刀鸣鲙缕飞
引颈嗔船逼 无行乱眼多
翅开遭宿雨 力小困沧波
锦江春色来天地 玉垒浮云变古今
北极朝廷终不改 西山寇盗莫相侵
铁马长鸣不知数 胡人高鼻动成群
黄河西岸是吾蜀 欲须供给家无粟
开门野鼠走 散帙壁鱼干
洗杓开新酝 低头拭小盘
久待无消息 终朝有底忙
应愁江树远 怯见野亭荒
叶心朱实看时落 阶面青苔先自生
复有楼台衔暮景 不劳钟鼓报新晴
永夜角声悲自语 中天月色好谁看
风尘荏苒音书绝 关塞萧条行路难
细声闻玉帐 疏翠近珠帘
未见紫烟集 虚蒙清露沾
色侵书帙晚 阴过酒樽凉
雨洗娟娟净 风吹细细香
高城秋自落 杂树晚相迷
坐触鸳鸯起 巢倾翡翠低
渔舟上急水 猎火著高林
日有习池醉 愁来梁甫吟
青袍白马有何意 金谷铜驼非故乡
梅花欲开不自觉 棣萼一别永相望
蚁浮仍腊味 鸥泛已春声
药许邻人劚 书从稚子擎
老亲如宿昔 部曲异平生
风送蛟龙雨 天长骠骑营
座从歌妓密 乐任主人为
重碧拈春酒 轻红擘荔枝
不知云雨散 虚费短长吟
山带乌蛮阔 江连白帝深
乘舟取醉非难事 下峡消愁定几巡
长年三老遥怜汝 棙柁开头捷有神
虚历金华省 何殊地下郎
致君丹槛折 哭友白云长
自须游阮巷 不是怕湖滩
乐助长歌逸 杯饶旅思宽
荒庭垂橘柚 古屋画龙蛇
云气生虚壁 江声走白沙
小市常争米 孤城早闭门
空看过客泪 莫觅主人恩
星垂平野阔 月涌大江流
名岂文章著 官因老病休
白发少新洗 寒衣宽总长
故人忧见及 此别泪相忘
微微向日薄 脉脉去人遥
冬热鸳鸯病 峡深豺虎骄
旧摘人频异 轻香酒暂随
地偏初衣夹 山拥更登危
两边山木合 终日子规啼
眇眇春风见 萧萧夜色凄
盘出高门行白玉 菜传纤手送青丝
巫峡寒江那对眼 杜陵远客不胜悲
药残他日裹 花发去年丛
夜足沾沙雨 春多逆水风
无名江上草 随意岭头云
正月蜂相见 非时鸟共闻
楚妃堂上色殊众 海鹤阶前鸣向人
万事纠纷犹绝粒 一官羁绊实藏身
春知催柳别 江与放船清
农事闻人说 山光见鸟情
风起春灯乱 江鸣夜雨悬
晨钟云外湿 胜地石堂烟
阶前短草泥不乱 院里长条风乍稀
舞石旋应将乳子 行云莫自湿仙衣
浮云不负青春色 细雨何孤白帝城
身过花间沾湿好 醉于马上往来轻
薄云岩际宿 孤月浪中翻
鹳鹤追飞静 豺狼得食喧
稍通绡幕霁 远带玉绳稀
门鹊晨光起 墙乌宿处飞
雪崖才变石 风幔不依楼
社稷堪流涕 安危在运筹
径添沙面出 湍减石棱生
菊蕊凄疏放 松林驻远情
匣琴虚夜夜 手板自朝朝
金吼霜钟彻 花催腊炬销
五更鼓角声悲壮 三峡星河影动摇
野哭几家闻战伐 夷歌数处起渔樵
山虚风落石 楼静月侵门
击柝可怜子 无衣何处村
年侵频怅望 兴远一萧疏
猿挂时相学 鸥行炯自如
炙背可以献天子 美芹由来知野人
荆州郑薛寄书近 蜀客郗岑非我邻
未成游碧海 著处觅丹梯
云障宽江左 春耕破瀼西
碧溪摇艇阔 朱果烂枝繁
始为江山静 终防市井喧
小子幽园至 轻笼熟柰香
山风犹满把 野露及新尝
郡人入夜争馀沥 竖子寻源独不闻
病渴三更回白首 传声一注湿青云
古苔生迮地 秋竹隐疏花
塞俗人无井 山田饭有沙
交柯低几杖 垂实碍衣裳
满岁如松碧 同时待菊黄
清琴将暇日 白首望霜天
登俎黄甘重 支床锦石圆
客病留因药 春深买为花
秋庭风落果 瀼岸雨颓沙
空村惟见鸟 落日未逢人
步壑风吹面 看松露滴身
筑场怜穴蚁 拾穗许村童
落杵光辉白 除芒子粒红
寒风疏落木 旭日散鸡豚
野哭初闻战 樵歌稍出村
江流思夏后 风至忆襄王
老去闻悲角 人扶报夕阳
他皆任厚地 尔独近高天
白榜千家邑 清秋万估船
沈牛答云雨 如马戒舟航
天意存倾覆 神功接混茫
江天漠漠鸟双去 风雨时时龙一吟
舟人渔子歌回首 估客胡商泪满襟
高江急峡雷霆斗 翠木苍藤日月昏
戎马不如归马逸 千家今有百家存
翠屏宜晚对 白谷会深游
